Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category
CA-649829,2023-10-15,2025-04-13,Second Class,CUST-3681,Andrea Rivera,Consumer,West,Technology,Machines
CA-665476,2023-06-14,2025-05-01,Second Class,CUST-4585,Michelle Acevedo,Corporate,Central,Office Supplies,Binders
CA-738002,2023-08-20,2025-04-14,First Class,CUST-7306,Tiffany Farmer,Home Office,West,Furniture,Chairs
CA-246686,2025-03-07,2025-04-23,Standard Class,CUST-5341,Valerie Taylor,Corporate,West,Technology,Accessories
CA-438421,2023-11-06,2025-04-15,First Class,CUST-9646,Sharon Johnston,Consumer,West,Office Supplies,Art
CA-730057,2024-06-05,2025-04-29,First Class,CUST-2597,Larry Riley,Consumer,West,Furniture,Furnishings
CA-869864,2023-11-30,2025-05-07,Standard Class,CUST-7808,Brenda Gordon,Corporate,South,Office Supplies,Art
CA-915205,2025-02-06,2025-04-11,Same Day,CUST-1406,Robert Thomas DDS,Corporate,Central,Office Supplies,Art
CA-501653,2024-06-19,2025-04-20,Same Day,CUST-1580,Eric Little,Consumer,East,Furniture,Bookcases
CA-826852,2025-02-02,2025-05-06,Same Day,CUST-4676,David George,Corporate,West,Office Supplies,Labels
CA-391162,2024-03-29,2025-04-20,First Class,CUST-6899,Natalie Duke,Consumer,East,Technology,Copiers
CA-206695,2024-03-13,2025-04-22,Second Class,CUST-2573,Martin Mckinney IV,Corporate,East,Office Supplies,Storage
CA-443230,2025-03-09,2025-04-22,Same Day,CUST-7169,Natalie Carter,Home Office,South,Technology,Computers
CA-633739,2024-07-01,2025-04-11,Standard Class,CUST-4688,Lisa Wilson,Home Office,West,Furniture,Tables
CA-166123,2023-07-31,2025-04-21,First Class,CUST-1682,Donna Nguyen,Home Office,South,Furniture,Tables
CA-131950,2024-01-03,2025-04-10,Same Day,CUST-9448,Alyssa Hayes,Consumer,East,Technology,Machines
CA-523814,2023-09-26,2025-04-29,Standard Class,CUST-7187,Alyssa Adams,Consumer,East,Office Supplies,Labels
CA-689026,2024-11-03,2025-04-28,Standard Class,CUST-4693,Elizabeth Cole,Consumer,Central,Office Supplies,Labels
CA-642928,2024-02-11,2025-04-11,Standard Class,CUST-5133,Julie Ferguson,Corporate,West,Furniture,Furnishings
CA-788434,2023-11-17,2025-05-04,First Class,CUST-1908,Benjamin Bennett,Home Office,Central,Furniture,Tables
CA-848391,2024-04-09,2025-04-26,First Class,CUST-2403,Angela Schwartz,Corporate,Central,Office Supplies,Paper
CA-407794,2024-12-01,2025-04-09,Second Class,CUST-4605,Nancy Smith,Corporate,Central,Office Supplies,Paper
CA-410335,2025-03-04,2025-04-18,First Class,CUST-2533,Jordan Kaiser,Corporate,West,Office Supplies,Paper
CA-481631,2024-09-09,2025-04-19,Standard Class,CUST-5055,Heather Jackson,Consumer,East,Office Supplies,Paper
CA-347966,2024-04-12,2025-05-04,Second Class,CUST-7662,Mary Sullivan,Corporate,East,Office Supplies,Labels
CA-668412,2024-05-26,2025-04-29,Standard Class,CUST-6329,Thomas Guzman,Consumer,East,Furniture,Furnishings
CA-476655,2024-07-23,2025-05-01,Standard Class,CUST-1791,Douglas Vargas,Home Office,South,Office Supplies,Storage
CA-873508,2024-04-03,2025-04-28,First Class,CUST-4907,Kayla Hall,Home Office,Central,Technology,Machines
CA-493721,2025-03-01,2025-04-21,Same Day,CUST-8469,Melissa Pennington,Corporate,East,Furniture,Tables
CA-335536,2023-06-01,2025-04-27,Second Class,CUST-8168,Donald Guerra,Consumer,South,Technology,Copiers
CA-285948,2024-01-16,2025-04-29,Same Day,CUST-9393,Catherine Nielsen,Home Office,Central,Office Supplies,Art
CA-299724,2023-11-08,2025-05-02,Second Class,CUST-4390,Linda White,Home Office,Central,Furniture,Tables
CA-113627,2024-05-11,2025-05-03,First Class,CUST-2565,Tanya Jones,Corporate,South,Office Supplies,Labels
CA-101768,2024-12-14,2025-05-05,Second Class,CUST-3848,Matthew Williams,Consumer,South,Furniture,Bookcases
CA-523510,2024-02-09,2025-05-01,Second Class,CUST-9673,James Ryan,Consumer,West,Technology,Phones
CA-386890,2024-05-09,2025-04-22,Same Day,CUST-5751,Stephanie Manning,Home Office,East,Office Supplies,Labels
CA-176078,2023-04-17,2025-05-08,Standard Class,CUST-4222,Kim Madden,Consumer,South,Office Supplies,Storage
CA-178908,2024-01-30,2025-04-27,First Class,CUST-2941,Cameron Lloyd,Consumer,East,Technology,Phones
CA-949989,2024-01-29,2025-04-09,Second Class,CUST-6069,Roger Jones,Consumer,Central,Furniture,Chairs
CA-318992,2023-10-03,2025-04-12,Second Class,CUST-6722,Stephanie Romero,Home Office,West,Office Supplies,Art
CA-172797,2024-08-18,2025-04-22,Standard Class,CUST-3435,David Huffman,Corporate,South,Office Supplies,Paper
CA-873284,2025-04-04,2025-04-23,Standard Class,CUST-8322,Monica Smith,Home Office,Central,Office Supplies,Paper
CA-604900,2025-01-15,2025-05-01,Same Day,CUST-2025,Michael Mendez,Corporate,East,Technology,Machines
CA-918263,2024-04-01,2025-04-29,Standard Class,CUST-9935,David Mitchell,Corporate,Central,Office Supplies,Paper
CA-657617,2024-12-21,2025-04-18,Standard Class,CUST-2189,Tracy Wu,Corporate,East,Office Supplies,Storage
CA-689424,2025-01-13,2025-05-06,Same Day,CUST-3457,Timothy Christian,Home Office,South,Furniture,Bookcases
CA-249394,2024-09-30,2025-04-22,First Class,CUST-1748,Heather Clark,Home Office,Central,Furniture,Furnishings
CA-169487,2025-04-03,2025-05-01,First Class,CUST-2194,Stephanie Cervantes,Home Office,East,Technology,Accessories
CA-375033,2023-06-09,2025-05-06,Standard Class,CUST-4871,Andrea Reid,Home Office,East,Office Supplies,Labels
CA-960994,2024-05-25,2025-04-25,Same Day,CUST-2978,Amber Stewart,Consumer,South,Furniture,Tables
CA-833162,2024-07-13,2025-04-12,Same Day,CUST-8492,Dakota Holloway,Home Office,Central,Technology,Phones
CA-395275,2024-10-20,2025-04-19,Same Day,CUST-9205,Julia Meadows,Corporate,West,Office Supplies,Storage
CA-397366,2024-11-01,2025-05-06,First Class,CUST-2174,Lynn Holt,Consumer,South,Furniture,Furnishings
CA-199707,2023-12-25,2025-04-11,Second Class,CUST-9983,Jennifer Rodriguez,Home Office,East,Furniture,Tables
CA-647519,2024-06-13,2025-04-14,First Class,CUST-3112,Diana James,Home Office,East,Technology,Machines
CA-495151,2024-12-18,2025-04-27,First Class,CUST-5231,James Pierce,Corporate,West,Technology,Computers
CA-862935,2024-03-25,2025-04-17,Second Class,CUST-4601,Jennifer Fox MD,Home Office,East,Office Supplies,Art
CA-710114,2023-10-18,2025-04-10,Same Day,CUST-2093,Jessica Moore,Home Office,West,Technology,Phones
CA-645071,2025-01-12,2025-04-25,Standard Class,CUST-2844,Hunter Jackson,Corporate,East,Furniture,Furnishings
CA-555259,2024-08-31,2025-05-08,Same Day,CUST-3809,Kristen Adams,Home Office,West,Office Supplies,Storage
CA-609775,2023-08-19,2025-04-30,Second Class,CUST-2514,Amy Baldwin,Corporate,Central,Furniture,Tables
CA-895447,2023-07-28,2025-04-23,First Class,CUST-9553,Shane Gray,Home Office,Central,Technology,Phones
CA-214316,2023-07-29,2025-04-28,Second Class,CUST-3587,Dawn Zimmerman,Consumer,West,Technology,Computers
CA-501848,2023-12-04,2025-04-21,Same Day,CUST-2089,David Carter,Corporate,West,Office Supplies,Art
CA-364816,2024-05-19,2025-04-21,Same Day,CUST-5258,Elizabeth Duarte,Corporate,West,Technology,Computers
CA-247198,2023-07-01,2025-05-04,First Class,CUST-9140,Stacey Williams,Consumer,West,Technology,Copiers
CA-207483,2024-04-16,2025-04-13,Standard Class,CUST-5194,Jeffrey Jimenez,Consumer,Central,Office Supplies,Art
CA-425890,2024-09-17,2025-05-01,First Class,CUST-9981,Sharon Beasley,Home Office,East,Technology,Copiers
CA-953326,2024-11-18,2025-04-11,Same Day,CUST-4332,Richard Wilson,Home Office,Central,Technology,Machines
CA-882571,2023-12-25,2025-04-10,First Class,CUST-5000,Heather Sanchez,Home Office,East,Office Supplies,Art
CA-873994,2023-05-05,2025-04-18,First Class,CUST-3736,April Barber,Consumer,East,Technology,Accessories
CA-488759,2024-10-03,2025-04-19,First Class,CUST-7829,Erica Robinson,Consumer,Central,Technology,Computers
CA-775106,2023-05-19,2025-04-14,Same Day,CUST-8875,Dylan Robbins,Consumer,South,Technology,Machines
CA-338459,2024-04-09,2025-05-03,Same Day,CUST-5109,Madison Cook,Corporate,West,Office Supplies,Labels
CA-782449,2024-12-30,2025-04-14,First Class,CUST-2926,Denise Walker,Home Office,Central,Office Supplies,Art
CA-250372,2024-12-03,2025-04-11,Standard Class,CUST-7396,Katrina Whitaker,Consumer,Central,Furniture,Bookcases
CA-655515,2023-07-09,2025-05-02,First Class,CUST-9908,Elijah Rodriguez,Consumer,West,Furniture,Furnishings
CA-583066,2025-01-05,2025-05-08,Second Class,CUST-4955,Sheri Adams,Corporate,South,Furniture,Bookcases
CA-620957,2024-10-07,2025-04-09,Same Day,CUST-4589,Amanda Shea,Consumer,Central,Office Supplies,Art
CA-316668,2024-03-13,2025-05-01,First Class,CUST-3722,Elizabeth Reeves,Home Office,East,Office Supplies,Art
CA-810056,2024-05-04,2025-04-22,First Class,CUST-1200,Richard Edwards,Consumer,South,Office Supplies,Art
CA-923174,2024-12-03,2025-04-23,Same Day,CUST-7970,Lisa Newman,Consumer,Central,Office Supplies,Storage
CA-790932,2024-05-08,2025-04-23,Standard Class,CUST-9828,Bruce Estes,Corporate,Central,Furniture,Bookcases
CA-567004,2024-01-06,2025-04-12,Standard Class,CUST-6536,Paul Collier,Corporate,West,Office Supplies,Paper
CA-448025,2024-09-15,2025-05-06,First Class,CUST-9121,Mr. Ronald Rodriguez,Corporate,Central,Technology,Machines
CA-139614,2023-08-07,2025-04-29,Standard Class,CUST-9005,Kelli Ramirez,Corporate,Central,Office Supplies,Art
CA-736618,2023-08-12,2025-04-29,Second Class,CUST-8290,Latasha Hubbard,Corporate,Central,Office Supplies,Art
CA-289935,2024-11-12,2025-05-01,Same Day,CUST-2694,Jennifer Holmes,Home Office,West,Furniture,Furnishings
CA-927407,2025-02-18,2025-04-11,Second Class,CUST-8627,Antonio Jones,Corporate,South,Technology,Computers
CA-987736,2024-12-19,2025-04-21,Second Class,CUST-2850,Susan Nelson,Corporate,East,Office Supplies,Art
CA-312911,2023-08-01,2025-04-30,Second Class,CUST-1780,Madison Stephens,Home Office,West,Furniture,Bookcases
CA-464401,2025-01-17,2025-04-19,Second Class,CUST-8349,Jonathan Elliott,Home Office,Central,Office Supplies,Art
CA-728832,2025-01-28,2025-04-10,Second Class,CUST-6598,Jessica Figueroa,Consumer,Central,Furniture,Bookcases
CA-319024,2024-06-13,2025-04-20,Second Class,CUST-1701,Michael Phillips,Home Office,West,Technology,Phones
CA-157527,2024-12-14,2025-04-16,Same Day,CUST-2606,Peggy Rice,Corporate,West,Furniture,Furnishings
CA-399751,2024-11-14,2025-05-08,Same Day,CUST-7917,Jennifer Murphy,Consumer,Central,Office Supplies,Paper
CA-300427,2023-09-20,2025-05-02,Standard Class,CUST-5932,Natalie Hanson,Consumer,Central,Furniture,Furnishings
CA-852724,2024-07-04,2025-04-26,Same Day,CUST-9174,Devin Baker,Consumer,Central,Office Supplies,Labels
CA-933381,2024-01-12,2025-04-15,Second Class,CUST-9051,Chelsey Clay,Home Office,South,Technology,Phones
CA-449003,2024-02-28,2025-04-14,Same Day,CUST-7992,Kristy Vazquez,Consumer,East,Furniture,Tables
CA-904775,2023-06-15,2025-04-26,Same Day,CUST-6326,Courtney Gonzalez,Home Office,East,Office Supplies,Labels
CA-722559,2024-02-05,2025-04-21,Same Day,CUST-5141,Gabriel Jackson,Consumer,South,Furniture,Tables
CA-740774,2023-05-19,2025-05-02,First Class,CUST-5762,Gina Holder,Consumer,West,Office Supplies,Art
CA-112405,2024-06-22,2025-05-04,First Class,CUST-4196,Susan Morrison,Consumer,East,Office Supplies,Storage
CA-616784,2023-05-11,2025-04-26,Standard Class,CUST-8634,Rebecca Smith,Consumer,Central,Furniture,Tables
CA-806607,2023-07-30,2025-05-02,Standard Class,CUST-4856,Brittney Branch,Corporate,Central,Technology,Accessories
CA-178874,2024-06-22,2025-04-29,Standard Class,CUST-5024,Heather Hernandez,Home Office,Central,Technology,Machines
CA-641851,2024-07-04,2025-04-28,Standard Class,CUST-8964,Michele Hood,Consumer,Central,Office Supplies,Labels
CA-153568,2025-03-20,2025-04-19,Standard Class,CUST-5394,Tanya Green,Consumer,East,Technology,Accessories
CA-222417,2023-08-01,2025-05-07,Second Class,CUST-8970,Jennifer Walker,Home Office,East,Office Supplies,Paper
CA-151278,2024-02-01,2025-04-12,First Class,CUST-2910,Morgan Cooper,Home Office,Central,Technology,Accessories
CA-153648,2025-03-19,2025-04-21,First Class,CUST-1986,Luis Evans,Consumer,West,Technology,Computers
CA-956441,2024-12-16,2025-05-01,First Class,CUST-5238,Carrie Vazquez,Consumer,East,Technology,Copiers
CA-919331,2023-06-30,2025-04-28,Standard Class,CUST-9337,Michael Stevenson,Corporate,South,Furniture,Tables
CA-802776,2025-03-12,2025-04-17,First Class,CUST-7575,Caitlin Peterson,Corporate,South,Office Supplies,Storage
CA-233134,2024-06-08,2025-04-24,First Class,CUST-7191,James Roth,Consumer,Central,Technology,Accessories
CA-496811,2023-06-24,2025-04-25,First Class,CUST-8654,Jeffrey Smith,Corporate,East,Technology,Accessories
CA-350826,2023-12-07,2025-04-29,First Class,CUST-4084,Michael Wagner,Corporate,West,Office Supplies,Storage
CA-505164,2024-08-31,2025-04-30,Same Day,CUST-4794,Destiny Robinson,Consumer,South,Office Supplies,Paper
CA-866162,2024-09-19,2025-04-22,First Class,CUST-5865,Benjamin Meyer,Home Office,Central,Office Supplies,Labels
CA-568653,2024-09-06,2025-04-25,Same Day,CUST-8743,Erin Lee DDS,Corporate,South,Technology,Copiers
CA-521305,2024-07-02,2025-05-01,Second Class,CUST-3240,Michael Mcintosh,Corporate,South,Office Supplies,Paper
CA-460899,2024-08-23,2025-04-23,Standard Class,CUST-5343,Alexis Roberts,Home Office,East,Office Supplies,Binders
CA-588472,2024-12-15,2025-04-25,Second Class,CUST-2365,Teresa Williams,Home Office,West,Technology,Computers
CA-822835,2024-10-25,2025-04-27,First Class,CUST-7911,Carlos Nguyen,Home Office,Central,Technology,Copiers
CA-970320,2025-01-25,2025-04-26,Second Class,CUST-1380,Melissa Moore,Consumer,Central,Office Supplies,Storage
CA-337529,2024-02-06,2025-04-09,Second Class,CUST-8460,Gabriel Peterson,Home Office,South,Furniture,Chairs
CA-145510,2024-12-13,2025-04-13,Same Day,CUST-2503,Melissa Dominguez,Consumer,Central,Office Supplies,Paper
CA-619187,2025-03-15,2025-05-01,Standard Class,CUST-3895,Terri Mann,Corporate,West,Office Supplies,Labels
CA-228519,2024-10-22,2025-04-27,Standard Class,CUST-2236,Samuel Hall,Consumer,East,Furniture,Chairs
CA-410159,2024-12-11,2025-04-20,First Class,CUST-4385,Michael King,Corporate,East,Furniture,Tables
CA-250184,2024-11-19,2025-05-05,Same Day,CUST-1165,David Foster,Corporate,East,Office Supplies,Paper
CA-185517,2023-08-26,2025-04-12,First Class,CUST-6910,Zachary Smith,Corporate,East,Office Supplies,Storage
CA-166877,2024-03-27,2025-05-02,First Class,CUST-3033,Melissa Kelly,Corporate,West,Technology,Phones
CA-111568,2024-07-12,2025-04-12,Standard Class,CUST-8329,Robert Cruz,Consumer,East,Office Supplies,Art
CA-480725,2023-07-18,2025-04-16,Second Class,CUST-9757,Patrick Shaw,Home Office,Central,Office Supplies,Paper
CA-465595,2023-08-12,2025-04-14,Same Day,CUST-8464,Allison Taylor,Consumer,West,Furniture,Bookcases
CA-760941,2024-07-24,2025-04-13,Standard Class,CUST-1438,Dr. Dale Hall,Home Office,Central,Technology,Computers
CA-365733,2024-07-06,2025-04-23,Second Class,CUST-7220,Christopher Levy,Home Office,South,Technology,Accessories
CA-366965,2024-07-16,2025-04-16,Second Class,CUST-1891,Tonya Moran,Corporate,East,Technology,Phones
CA-356192,2024-02-08,2025-04-24,First Class,CUST-7318,John Velez,Consumer,West,Office Supplies,Labels
CA-621878,2024-12-14,2025-04-29,Second Class,CUST-8145,Brian Moreno,Corporate,Central,Technology,Phones
CA-657338,2023-10-17,2025-04-20,Standard Class,CUST-8835,Amy Long,Consumer,Central,Furniture,Tables
CA-559182,2024-07-19,2025-04-27,Same Day,CUST-7662,Terry Anderson,Consumer,Central,Furniture,Chairs
CA-368159,2024-07-05,2025-04-26,Second Class,CUST-6778,Sarah Bush,Consumer,South,Technology,Computers
CA-586420,2024-07-18,2025-05-07,Same Day,CUST-7046,Charles Huff,Home Office,South,Furniture,Tables
CA-411801,2024-10-21,2025-05-06,Standard Class,CUST-1568,Adam Little,Home Office,West,Office Supplies,Paper
CA-110383,2024-11-30,2025-04-20,Same Day,CUST-5735,Jennifer Armstrong,Home Office,South,Office Supplies,Art
CA-552085,2023-10-24,2025-04-23,Same Day,CUST-5860,Martin Wallace,Home Office,South,Furniture,Chairs
CA-721791,2024-06-17,2025-04-11,Same Day,CUST-3128,Robert Anderson,Home Office,West,Furniture,Furnishings
CA-416285,2024-04-15,2025-04-26,Standard Class,CUST-9348,Gwendolyn Nixon,Home Office,West,Office Supplies,Art
CA-644150,2023-05-18,2025-04-09,Standard Class,CUST-5965,Mark Smith,Corporate,West,Office Supplies,Storage
CA-998178,2024-08-17,2025-04-17,Standard Class,CUST-5520,Frank Larsen,Consumer,West,Technology,Phones
CA-142293,2023-07-14,2025-04-25,Same Day,CUST-7317,Shawn Elliott,Corporate,South,Technology,Copiers
CA-143907,2023-08-27,2025-04-12,Second Class,CUST-8949,Karen Marsh,Corporate,West,Technology,Copiers
CA-661011,2023-12-07,2025-04-14,Second Class,CUST-4099,Brian Morgan,Consumer,South,Furniture,Tables
CA-625859,2024-10-30,2025-04-27,Same Day,CUST-2274,Joseph Osborn,Consumer,South,Furniture,Tables
CA-191268,2023-06-25,2025-04-23,Standard Class,CUST-3188,Crystal Pugh,Corporate,Central,Office Supplies,Art
CA-837713,2024-01-02,2025-04-16,First Class,CUST-5741,Jennifer Velazquez,Home Office,Central,Furniture,Furnishings
CA-321525,2025-03-12,2025-04-15,Standard Class,CUST-8550,Walter Curtis,Home Office,East,Furniture,Bookcases
CA-837362,2025-02-03,2025-05-07,Standard Class,CUST-7562,Dwayne Reid,Home Office,East,Furniture,Tables
CA-149458,2023-05-01,2025-04-10,First Class,CUST-4848,Rachel Flores,Home Office,South,Office Supplies,Labels
CA-283495,2023-12-02,2025-04-30,Second Class,CUST-8196,Jacob Day,Consumer,East,Technology,Phones
CA-402475,2024-02-24,2025-05-03,Second Class,CUST-6390,Michelle Lopez,Home Office,South,Office Supplies,Labels
CA-693262,2025-02-10,2025-05-04,First Class,CUST-6669,Jonathan Rose,Corporate,Central,Technology,Phones
CA-356548,2024-03-25,2025-04-12,Second Class,CUST-9629,Shawn Frederick,Home Office,South,Technology,Copiers
CA-153414,2023-07-16,2025-04-21,First Class,CUST-8087,Derek Jennings,Corporate,West,Technology,Phones
CA-452938,2024-08-15,2025-05-01,First Class,CUST-6913,Casey Smith,Corporate,Central,Office Supplies,Paper
CA-241195,2023-10-23,2025-05-02,First Class,CUST-1018,Jay Robinson,Consumer,West,Technology,Accessories
CA-652222,2024-12-30,2025-04-23,Second Class,CUST-2286,Jeffrey Mathis,Home Office,Central,Office Supplies,Art
CA-128007,2024-11-04,2025-04-27,First Class,CUST-6446,Karen Moran,Home Office,Central,Technology,Phones
CA-684330,2024-03-04,2025-04-12,Standard Class,CUST-8636,Carol Lopez,Corporate,East,Office Supplies,Labels
CA-799457,2023-12-12,2025-04-10,Same Day,CUST-9477,Jacob Fisher,Home Office,South,Furniture,Bookcases
CA-521445,2023-06-12,2025-04-19,Standard Class,CUST-1993,Leah Strickland,Corporate,Central,Furniture,Furnishings
CA-986335,2024-04-19,2025-04-29,Same Day,CUST-6987,April Elliott,Corporate,West,Office Supplies,Paper
CA-156823,2024-01-30,2025-04-25,Standard Class,CUST-8122,Tonya Oconnell,Home Office,South,Office Supplies,Labels
CA-186575,2023-06-25,2025-05-05,Same Day,CUST-5314,Christopher Thompson,Corporate,Central,Office Supplies,Art
CA-353946,2025-01-01,2025-05-01,First Class,CUST-5967,Julia Snow,Corporate,West,Furniture,Chairs
CA-297111,2024-08-07,2025-04-23,Second Class,CUST-9454,Stephanie Garrett,Consumer,South,Furniture,Bookcases
CA-849430,2024-02-13,2025-04-26,First Class,CUST-2481,Mitchell Brown,Home Office,West,Furniture,Tables
CA-628278,2024-02-01,2025-04-21,Same Day,CUST-2496,Sara Lopez,Corporate,East,Furniture,Chairs
CA-551151,2023-07-14,2025-04-18,Same Day,CUST-3249,Cody Campbell,Home Office,West,Furniture,Tables
CA-773669,2023-07-15,2025-04-25,Same Day,CUST-8991,Sonia Stewart,Consumer,South,Technology,Phones
CA-951851,2023-11-18,2025-04-18,First Class,CUST-2292,Albert Williams,Corporate,West,Furniture,Chairs
CA-319869,2023-04-11,2025-04-20,First Class,CUST-2688,Nathan Norris,Home Office,West,Furniture,Furnishings
CA-562584,2023-10-07,2025-04-12,Second Class,CUST-6115,Cheryl Gillespie,Home Office,West,Furniture,Bookcases
CA-710696,2024-01-31,2025-04-21,Same Day,CUST-1072,Megan Tyler,Home Office,West,Office Supplies,Storage
CA-898189,2024-09-19,2025-05-05,First Class,CUST-8827,Thomas Hatfield,Consumer,South,Technology,Computers
CA-306433,2024-03-14,2025-05-03,Second Class,CUST-6099,Frank Johnson,Corporate,Central,Technology,Phones
CA-259653,2024-11-10,2025-04-09,Same Day,CUST-9491,Heather Douglas,Consumer,South,Office Supplies,Storage
CA-771164,2023-09-27,2025-04-30,First Class,CUST-4797,Wendy Garcia,Consumer,South,Technology,Machines
CA-322930,2023-11-27,2025-04-27,First Class,CUST-1692,Craig Erickson,Corporate,Central,Office Supplies,Labels
CA-523559,2024-03-19,2025-04-27,Standard Class,CUST-3790,Amanda Padilla,Corporate,West,Office Supplies,Art
CA-704454,2025-02-14,2025-05-07,Standard Class,CUST-8098,Anthony Bowman,Consumer,Central,Office Supplies,Binders
CA-165359,2023-04-26,2025-04-30,Same Day,CUST-9956,Monica Gardner,Corporate,West,Office Supplies,Labels
CA-974860,2024-12-08,2025-04-10,Standard Class,CUST-1890,Jonathan Lopez,Consumer,South,Office Supplies,Labels
CA-886977,2024-11-25,2025-04-20,Standard Class,CUST-2578,Christopher Walton II,Corporate,South,Furniture,Tables
CA-870497,2024-09-27,2025-04-19,Standard Class,CUST-2664,Alicia Walsh,Home Office,West,Technology,Machines
CA-923076,2023-09-24,2025-04-23,First Class,CUST-9565,Amanda Beck,Consumer,Central,Furniture,Furnishings
CA-405293,2024-06-01,2025-04-27,Same Day,CUST-2762,Mark Rogers,Corporate,Central,Furniture,Furnishings
CA-790767,2024-12-05,2025-04-30,Standard Class,CUST-9251,Justin Ford,Home Office,West,Furniture,Bookcases
CA-206660,2024-01-22,2025-05-05,Second Class,CUST-1551,Brian Kane,Home Office,South,Furniture,Bookcases
CA-398474,2024-05-02,2025-04-11,Same Day,CUST-6959,Alyssa Houston,Home Office,West,Furniture,Bookcases
CA-560762,2024-03-06,2025-04-17,First Class,CUST-2688,Hector Berg,Corporate,Central,Technology,Computers
CA-782808,2025-01-16,2025-04-09,First Class,CUST-6578,Sarah Carter,Corporate,East,Office Supplies,Storage
CA-892069,2024-07-28,2025-04-17,Same Day,CUST-9888,Christian Schmidt,Consumer,South,Furniture,Bookcases
CA-483071,2023-05-22,2025-04-28,First Class,CUST-8161,Katherine Jenkins,Corporate,East,Office Supplies,Art
CA-107598,2024-04-25,2025-04-29,First Class,CUST-3272,Erica Robinson,Corporate,South,Furniture,Bookcases
CA-538626,2023-06-17,2025-05-02,Second Class,CUST-6271,Diana Harris,Consumer,East,Furniture,Tables
CA-890048,2023-11-30,2025-04-25,Second Class,CUST-9441,Matthew Garrison,Home Office,West,Technology,Computers
CA-320749,2024-11-15,2025-04-20,Same Day,CUST-1648,Julia Fuller,Home Office,South,Technology,Accessories
CA-563524,2023-08-08,2025-04-29,First Class,CUST-1794,Michael Gibson,Home Office,West,Furniture,Tables
CA-716161,2023-10-15,2025-04-10,Standard Class,CUST-2017,Danielle Cooper,Home Office,West,Technology,Phones
CA-806723,2024-05-02,2025-04-27,Same Day,CUST-1098,Tara Lewis,Consumer,Central,Office Supplies,Paper
CA-140464,2023-08-16,2025-04-12,Standard Class,CUST-2448,Lindsey Oneal,Corporate,South,Office Supplies,Art
CA-279057,2025-04-02,2025-04-22,Standard Class,CUST-1976,Edward Jones,Corporate,East,Furniture,Bookcases
CA-731555,2024-02-16,2025-04-26,Second Class,CUST-4792,Javier Monroe,Corporate,Central,Office Supplies,Art
CA-626956,2024-03-06,2025-04-11,Second Class,CUST-4215,Amanda Lane,Home Office,East,Furniture,Tables
CA-349398,2023-07-01,2025-05-03,Same Day,CUST-1179,Alice Mccarty,Home Office,West,Furniture,Tables
CA-380806,2024-05-30,2025-04-11,Standard Class,CUST-4644,Brian Wilkinson,Consumer,Central,Furniture,Tables
CA-598379,2023-12-29,2025-04-24,Same Day,CUST-9267,Michael Johnson,Consumer,Central,Furniture,Tables
CA-219922,2025-03-17,2025-04-30,Same Day,CUST-2146,Jasmine Mcgee,Consumer,Central,Furniture,Tables
CA-297076,2024-06-19,2025-04-09,Standard Class,CUST-1999,Michael Odonnell,Corporate,East,Office Supplies,Labels
CA-349159,2024-08-30,2025-04-28,Second Class,CUST-4709,Darius Adams,Corporate,Central,Office Supplies,Storage
CA-243559,2023-08-29,2025-04-27,First Class,CUST-6063,Aaron Webb,Corporate,Central,Furniture,Furnishings
CA-154707,2023-11-24,2025-05-02,Standard Class,CUST-9855,Nichole Fisher,Consumer,South,Furniture,Bookcases
CA-998361,2024-09-15,2025-04-15,Standard Class,CUST-1228,Michael Williams,Home Office,West,Furniture,Chairs
CA-807576,2024-01-30,2025-05-06,Standard Class,CUST-4322,Richard Hernandez,Corporate,West,Furniture,Bookcases
CA-650274,2023-05-12,2025-04-21,Second Class,CUST-4215,Kimberly Baker,Corporate,South,Technology,Machines
CA-665467,2025-04-07,2025-04-24,Standard Class,CUST-7788,Sarah Holt,Corporate,Central,Office Supplies,Storage
CA-969482,2023-12-08,2025-05-01,Same Day,CUST-9028,Margaret Reeves,Home Office,South,Technology,Computers
CA-355756,2024-01-31,2025-04-26,Standard Class,CUST-7567,Mariah Butler,Corporate,East,Furniture,Chairs
CA-686814,2024-08-31,2025-04-27,Same Day,CUST-9908,Terry Murray,Corporate,East,Office Supplies,Labels
CA-696469,2024-08-26,2025-04-13,Second Class,CUST-4730,Robert Johnson,Corporate,West,Office Supplies,Labels
CA-537661,2024-02-18,2025-04-15,Standard Class,CUST-6174,Thomas Lambert,Consumer,Central,Furniture,Tables
CA-483282,2024-04-28,2025-04-20,Standard Class,CUST-2803,Christopher Clarke DVM,Consumer,South,Furniture,Bookcases
CA-711697,2024-02-27,2025-04-28,Standard Class,CUST-9820,Denise Horn,Consumer,West,Office Supplies,Binders
CA-100981,2024-01-11,2025-05-03,Second Class,CUST-6941,Susan Garza,Consumer,Central,Office Supplies,Binders
CA-269031,2024-02-08,2025-04-24,Second Class,CUST-7559,Shari Torres,Home Office,West,Technology,Copiers
CA-416553,2024-11-20,2025-05-01,Standard Class,CUST-9752,Benjamin Cook,Consumer,West,Office Supplies,Art
CA-743972,2023-12-11,2025-05-03,Second Class,CUST-7421,Marie Gaines,Home Office,South,Furniture,Tables
CA-131457,2024-04-27,2025-05-06,First Class,CUST-5551,Karen Lam,Home Office,Central,Technology,Accessories
